"","gene","cluster_id","logFC","AveExpr","t","p_val","p_adj.loc","p_adj.glb","B","contrast"
"CB Granule Glut.1455","Cdh10","CB Granule Glut",-0.230498076822551,4.9932496085108,-1.06677266420575,0.339626446794355,0.939331210501049,0.976144047572773,-5.93625361650936,"Fentanyl-Saline"
"CB Granule Glut.1456","Ctnnd2","CB Granule Glut",-0.0689695999929683,10.2955151044854,-0.54629842088583,0.61068201007548,0.979232773879624,0.988691017535907,-6.36912376967081,"Fentanyl-Saline"
"CB Granule Glut.1457","Map1b","CB Granule Glut",0.142753732407428,9.35214688189863,1.07182114281735,0.33757987828684,0.939331210501049,0.976144047572773,-5.93112540686731,"Fentanyl-Saline"
"CB Granule Glut.1458","ENSRNOG00000033449","CB Granule Glut",-0.639806484207962,3.50682329156884,-5.27090193977105,0.00437141994778499,0.446364065065041,0.822515860818487,-1.43622488097876,"Fentanyl-Saline"
"CB Granule Glut.1459","Dcun1d1","CB Granule Glut",-0.00301689791373683,6.64768969366884,-0.0258432114099376,0.980482230683652,0.997217279785901,0.998538159086709,-6.54144329410943,"Fentanyl-Saline"
"CB Granule Glut.1460","Nadk2","CB Granule Glut",-0.0956515736184285,6.48339151567003,-0.803122910927273,0.461963573933525,0.977479271925717,0.988394367017413,-6.18175415830031,"Fentanyl-Saline"
"CB Granule Glut.1461","Trio","CB Granule Glut",-0.0626557756224333,8.91338867842686,-0.443873766173739,0.677536225466138,0.988045627703103,0.99389194176936,-6.42656387760868,"Fentanyl-Saline"
"CB Granule Glut.1462","Elf2","CB Granule Glut",0.0580587341500785,6.9055611213552,0.486035332943642,0.649543282845612,0.982063828840347,0.99004940387966,-6.40421054768663,"Fentanyl-Saline"
"CB Granule Glut.1463","Il6st","CB Granule Glut",0.0240221344327232,5.17466058309637,0.136562571115031,0.897238397070157,0.997217279785901,0.997637689587809,-6.53071363633858,"Fentanyl-Saline"
"CB Granule Glut.1464","Aph1a","CB Granule Glut",-0.0902442069680438,4.06245451445911,-0.546122336096795,0.610793507958228,0.979232773879624,0.988691017535907,-6.36923154446066,"Fentanyl-Saline"
"CB Granule Glut.1465","Mccc2","CB Granule Glut",0.223043771402449,5.79037469611937,1.40123310197401,0.225831300634402,0.906783645248495,0.960855084579487,-5.57054292275213,"Fentanyl-Saline"
"CB Granule Glut.1466","Nup210l","CB Granule Glut",0.0623396144595474,3.40685972628357,0.354809991292333,0.73865393533579,0.989398423668574,0.993965260355923,-6.46760838167576,"Fentanyl-Saline"
